series_id,year,period,value
LASST550000000000004,1996,M01,109544
LASST550000000000004,1996,M02,108860
LASST550000000000004,1996,M03,108233
LASST550000000000004,1996,M04,107665
LASST550000000000004,1996,M05,106854
LASST550000000000004,1996,M06,105550
LASST550000000000004,1996,M07,103899
LASST550000000000004,1996,M08,102365
LASST550000000000004,1996,M09,101408
LASST550000000000004,1996,M10,101454
LASST550000000000004,1996,M11,102508
LASST550000000000004,1996,M12,103996
LASST550000000000004,1997,M01,105356
LASST550000000000004,1997,M02,106172
LASST550000000000004,1997,M03,106100
LASST550000000000004,1997,M04,105461
LASST550000000000004,1997,M05,104693
LASST550000000000004,1997,M06,104032
LASST550000000000004,1997,M07,103458
LASST550000000000004,1997,M08,102806
LASST550000000000004,1997,M09,101814
LASST550000000000004,1997,M10,100603
LASST550000000000004,1997,M11,99105
LASST550000000000004,1997,M12,97167
LASST550000000000004,1998,M01,95074
LASST550000000000004,1998,M02,93300
LASST550000000000004,1998,M03,92314
LASST550000000000004,1998,M04,92330
LASST550000000000004,1998,M05,93480
LASST550000000000004,1998,M06,95715
LASST550000000000004,1998,M07,98536
LASST550000000000004,1998,M08,101084
LASST550000000000004,1998,M09,102731
LASST550000000000004,1998,M10,102811
LASST550000000000004,1998,M11,101320
LASST550000000000004,1998,M12,99030
LASST550000000000004,1999,M01,96297
LASST550000000000004,1999,M02,93580
LASST550000000000004,1999,M03,91373
LASST550000000000004,1999,M04,89768
LASST550000000000004,1999,M05,88709
LASST550000000000004,1999,M06,88197
LASST550000000000004,1999,M07,88280
LASST550000000000004,1999,M08,88802
LASST550000000000004,1999,M09,89455
LASST550000000000004,1999,M10,90169
LASST550000000000004,1999,M11,90924
LASST550000000000004,1999,M12,91568
LASST550000000000004,2000,M01,92348
LASST550000000000004,2000,M02,93561
LASST550000000000004,2000,M03,95360
LASST550000000000004,2000,M04,97858
LASST550000000000004,2000,M05,100598
LASST550000000000004,2000,M06,102757
LASST550000000000004,2000,M07,103916
LASST550000000000004,2000,M08,104323
LASST550000000000004,2000,M09,104493
LASST550000000000004,2000,M10,104924
LASST550000000000004,2000,M11,106332
LASST550000000000004,2000,M12,109106
LASST550000000000004,2001,M01,112993
LASST550000000000004,2001,M02,117342
LASST550000000000004,2001,M03,121383
LASST550000000000004,2001,M04,124479
LASST550000000000004,2001,M05,126785
LASST550000000000004,2001,M06,129152
LASST550000000000004,2001,M07,132167
LASST550000000000004,2001,M08,136169
